date,commodity_en,commodity_ne,unit_en,unit_ne,min,max,avg
2026-06-25,Mango (Maldah),आँप (मालदह),Kg,के.जी.,50.0,60.0,55.0
2026-06-25,Mushroom (Button),च्याउ (डल्ले),Kg,के.जी.,350.0,380.0,365.0
2026-06-25,Mushroom (Kanya),च्याउ (कन्ये),Kg,के.जी.,180.0,190.0,185.0
2026-06-25,Musk Melon,खर्बुजा,Kg,के.जी.,60.0,65.0,62.5
2026-06-25,Mustard Leaf,तोरीको साग,Kg,के.जी.,40.0,45.0,42.5
2026-06-25,Neuro (Fiddlehead Fern),न्यूरो,Kg,के.जी.,40.0,50.0,45.0
2026-06-25,Okra,भिण्डी,Kg,के.जी.,25.0,30.0,27.5
2026-06-25,Onion Dry (Indian),प्याज सुकेको (भारतीय),Kg,के.जी.,48.0,50.0,49.0
2026-06-25,Paneer (Cheese),पनीर,Kg,के.जी.,800.0,800.0,800.0
2026-06-25,Papaya (Indian),मेवा (भारतीय),Kg,के.जी.,120.0,125.0,122.5
2026-06-25,Papaya (Nepali),मेवा (नेपाली),Kg,के.जी.,130.0,140.0,135.0
2026-06-25,Pear (Chinese),नास्पाती (चाईनिज),Kg,के.जी.,200.0,250.0,225.0
2026-06-25,Pointed Gourd (Local),परवर (लोकल),Kg,के.जी.,50.0,60.0,55.0
2026-06-25,Pointed Gourd (Terai),परवर (तराई),Kg,के.जी.,45.0,55.0,50.0
2026-06-25,Pomegranate,अनार,Kg,के.जी.,300.0,320.0,310.0
2026-06-25,Potato Red (Indian),आलु रातो (भारतीय),Kg,के.जी.,24.0,26.0,25.0
2026-06-25,Potato Red (Long),रातो आलु (लाम्चो),Kg,के.जी.,24.0,25.0,24.5
2026-06-25,Potato Red (Mude),आलु रातो (मुढे),Kg,के.जी.,38.0,45.0,41.5
2026-06-25,Potato Red (Round),रातो आलु (गोलो),Kg,के.जी.,24.0,25.0,24.5
2026-06-25,Potato White,आलु सेतो,Kg,के.जी.,23.0,24.0,23.5
2026-06-25,Pumpkin,फर्सी पाकेको,Kg,के.जी.,25.0,32.0,28.5
2026-06-25,Radish White (Hybrid),मूला सेतो (हाइब्रिड),Kg,के.जी.,20.0,22.0,21.0
2026-06-25,Radish White (Local),मूला सेतो (लोकल),Kg,के.जी.,20.0,22.0,21.0
2026-06-25,Smooth Gourd,घिरौंला,Kg,के.जी.,25.0,35.0,30.0
2026-06-25,Snake Gourd,चिचिण्डो,Kg,के.जी.,30.0,35.0,32.5
2026-06-25,Spinach Leaf,पालुंगो साग,Kg,के.जी.,35.0,45.0,40.0
2026-06-25,Sponge Gourd,झिगूनी,Kg,के.जी.,30.0,32.0,31.0
2026-06-25,Squash (Long),फर्सी हरियो (लाम्चो),Kg,के.जी.,38.0,45.0,41.5
2026-06-25,Squash (Round),फर्सी हरियो (डल्लो),Kg,के.जी.,40.0,50.0,45.0
2026-06-25,Sugarbeet,चुकन्दर,Kg,के.जी.,70.0,80.0,75.0
2026-06-25,Sweet Orange (Mausam),मौसम,Kg,के.जी.,200.0,220.0,210.0
2026-06-25,Sword Bean,टाटे सिमी,Kg,के.जी.,48.0,50.0,49.0
2026-06-25,Tomato Big (Indian),गोलभेंडा ठुलो (भारतीय),Kg,के.जी.,15.0,20.0,17.5
2026-06-25,Tomato Big (Nepali),गोलभेंडा ठुलो (नेपाली),Kg,के.जी.,20.0,25.0,22.5
2026-06-25,Tomato Small (Local),गोलभेंडा सानो (लोकल),Kg,के.जी.,15.0,20.0,17.5
2026-06-25,Tomato Small (Tunnel),गोलभेंडा सानो (टनेल),Kg,के.जी.,22.0,26.0,24.0
2026-06-25,Tree Tomato,रुख टमाटर,Kg,के.जी.,70.0,80.0,75.0
2026-06-25,Water Melon (Green),तर्बुजा (हरियो),Kg,के.जी.,60.0,65.0,62.5
2026-06-25,Water Melon (Pate),तर्बुजा (पाटे),Kg,के.जी.,60.0,62.0,61.0
2026-06-26,Amba,अम्बा,Kg,के.जी.,120.0,150.0,135.0
2026-06-26,Apple (Fuji),स्याउ (फूजी),Kg,के.जी.,250.0,280.0,265.0
2026-06-26,Apple (Jhole),स्याउ (झोले),Kg,के.जी.,200.0,225.0,212.5
2026-06-26,Arum,पिंडालु,Kg,के.जी.,40.0,50.0,45.0
2026-06-26,Asparagus,कुरीलो,Kg,के.जी.,300.0,320.0,310.0
2026-06-26,Avocado,आभोकाडो,Kg,के.जी.,225.0,250.0,237.5
2026-06-26,Bamboo Shoot,तामा,Kg,के.जी.,60.0,70.0,65.0
2026-06-26,Banana (Green),केरा (हरियो),Dozen,दर्जन,50.0,60.0,55.0
2026-06-26,Banana (Indian),केरा (भारतीय),Dozen,दर्जन,70.0,80.0,75.0
2026-06-26,Banana (Malbhog),केरा (मालभोग),Dozen,दर्जन,80.0,100.0,90.0
2026-06-26,Banana (Nepali),केरा (नेपाली),Dozen,दर्जन,70.0,80.0,75.0
2026-06-26,Bitter Gourd,तितो करेला,Kg,के.जी.,25.0,30.0,27.5
2026-06-26,Bottle Gourd,लौका,Kg,के.जी.,22.0,24.0,23.0
2026-06-26,Brinjal Long,भन्टा लाम्चो,Kg,के.जी.,20.0,22.0,21.0
2026-06-26,Brinjal Round,भन्टा डल्लो,Kg,के.जी.,22.0,28.0,25.0
2026-06-26,Broad Leaf Mustard,रायो साग,Kg,के.जी.,40.0,50.0,45.0
2026-06-26,Broccoli,ब्रोकाउली,Kg,के.जी.,125.0,150.0,137.5
2026-06-26,Buffalo Milk,भैसीको दुध,Litre,लिटर,90.0,100.0,95.0
2026-06-26,Butter,मखन,Kg,के.जी.,800.0,800.0,800.0
2026-06-26,Cabbage (Coconut),बन्दा (नरिवल),Kg,के.जी.,30.0,32.0,31.0
2026-06-26,Cabbage (Local),बन्दा (लोकल),Kg,के.जी.,28.0,32.0,30.0
2026-06-26,Capsicum,भेडे खुर्सानी,Kg,के.जी.,80.0,110.0,95.0
2026-06-26,Carrot (Local),गाँजर (लोकल),Kg,के.जी.,55.0,60.0,57.5
2026-06-26,Carrot (Nepali),गाँजर (नेपाली),Kg,के.जी.,50.0,55.0,52.5
2026-06-26,Carrot (Terai),गाँजर (तराई),Kg,के.जी.,55.0,58.0,56.5
2026-06-26,Cauliflower (Local),काउली (स्थानीय),Kg,के.जी.,50.0,60.0,55.0
2026-06-26,Cauliflower Local (Jyapu),काउली स्थानीय (ज्यापू),Kg,के.जी.,50.0,60.0,55.0
2026-06-26,Chicken Meat (Broiler),कुखुराको मासु (बोईलर),Kg,के.जी.,380.0,400.0,390.0
2026-06-26,Chicken Meat (Local),कुखुराको मासु (लोकल),Kg,के.जी.,700.0,750.0,725.0
2026-06-26,Chilli Dry,सुकेको खुर्सानी,Kg,के.जी.,400.0,440.0,420.0
2026-06-26,Chilli Green (Akbare),खुर्सानी हरियो (अकबरे),Kg,के.जी.,300.0,350.0,325.0
2026-06-26,Chilli Green (Bullet),खुर्सानी हरियो (बुलेट),Kg,के.जी.,70.0,80.0,75.0
2026-06-26,Chilli Green (Long),खुर्सानी हरियो (लाम्चो),Kg,के.जी.,60.0,70.0,65.0
2026-06-26,Chilli Green (Machhe),खुर्सानी हरियो (माछे),Kg,के.जी.,70.0,80.0,75.0
2026-06-26,Christophine,स्कूस,Kg,के.जी.,40.0,45.0,42.5
2026-06-26,Cow Milk,गाईको दुध,Litre,लिटर,80.0,85.0,82.5
2026-06-26,Cow Pea (Long),बोडी (तने),Kg,के.जी.,34.0,35.0,34.5
2026-06-26,Cow Pea (Red),बोडी (रातो),Kg,के.जी.,35.0,40.0,37.5
2026-06-26,Cucumber (Hybrid),काँक्रो (हाइब्रिड),Kg,के.जी.,25.0,30.0,27.5
2026-06-26,Cucumber (Local Cross),काँक्रो (स्थानीय क्रस),Kg,के.जी.,40.0,45.0,42.5
2026-06-26,Cucumber (Local),काँक्रो (लोकल),Kg,के.जी.,45.0,55.0,50.0
2026-06-26,Dragon Fruit (Indian),ड्रागन फ्रुट (भारतीय),Kg,के.जी.,250.0,260.0,255.0
2026-06-26,Dragon Fruit (Nepali),ड्रागन फ्रुट (नेपाली),Kg,के.जी.,320.0,350.0,335.0
2026-06-26,Fenugreek Leaf,मेथीको साग,Kg,के.जी.,40.0,45.0,42.5
2026-06-26,Fish Fresh (Rahu),ताजा माछा (रहु),Kg,के.जी.,390.0,410.0,400.0
2026-06-26,French Bean (Hybrid),घिउ सिमी (हाइब्रिड),Kg,के.जी.,45.0,50.0,47.5
2026-06-26,French Bean (Local),घिउ सिमी (लोकल),Kg,के.जी.,45.0,55.0,50.0
2026-06-26,French Bean (Rajma),घिउ सिमी (राजमा),Kg,के.जी.,45.0,50.0,47.5
2026-06-26,Garlic Dry (Chinese),सुकेको चाईनिज लसुन,Kg,के.जी.,200.0,210.0,205.0
2026-06-26,Garlic Dry (Indian),सुकेको लसुन (भारतीय),Kg,के.जी.,145.0,150.0,147.5
2026-06-26,Garlic Dry (Nepali),सुकेको नेपाली लसुन,Kg,के.जी.,140.0,150.0,145.0
2026-06-26,Ghee,घ्यु,Kg,के.जी.,1100.0,1200.0,1150.0
2026-06-26,Ginger,अदुवा,Kg,के.जी.,140.0,150.0,145.0
2026-06-26,Goat Meat,खसीको मासु,Kg,के.जी.,1100.0,1200.0,1150.0
2026-06-26,Grapes (Black),अंगुर (कालो),Kg,के.जी.,400.0,425.0,412.5
2026-06-26,Grapes (Green),अंगुर (हरियो),Kg,के.जी.,250.0,260.0,255.0
2026-06-26,Ground Jackfruit,भुँईकटहर,Kg,के.जी.,130.0,150.0,140.0
2026-06-26,Gundruk,गुन्द्रुक,Kg,के.जी.,350.0,400.0,375.0
2026-06-26,Jack Fruit,रुख कटहर,Kg,के.जी.,30.0,40.0,35.0
2026-06-26,Junar (Sweet Orange),जुनार,Kg,के.जी.,220.0,240.0,230.0
2026-06-26,Kinnow,किनु,Kg,के.जी.,200.0,225.0,212.5
2026-06-26,Lime,कागती,Kg,के.जी.,120.0,140.0,130.0
2026-06-26,Litchi (Local),लिच्ची (लोकल),Kg,के.जी.,120.0,150.0,135.0
2026-06-26,Maize Cow Pea,मकै बोडी,Kg,के.जी.,30.0,32.0,31.0
2026-06-26,Mandarin (Indian),सुन्तला (भारतीय),Kg,के.जी.,200.0,220.0,210.0
2026-06-26,Mango (Bombay),आँप (बम्बे),Kg,के.जी.,55.0,60.0,57.5
2026-06-26,Mango (Chausa),आँप (चौसा),Kg,के.जी.,60.0,65.0,62.5
2026-06-26,Mango (Dushari),आँप (दसहरी),Kg,के.जी.,60.0,66.0,63.0
2026-06-26,Mango (Kalkatte),आँप (कलकत्ते),Kg,के.जी.,35.0,40.0,37.5
2026-06-26,Mango (Maldah),आँप (मालदह),Kg,के.जी.,60.0,65.0,62.5
2026-06-26,Mushroom (Button),च्याउ (डल्ले),Kg,के.जी.,350.0,380.0,365.0
2026-06-26,Mushroom (Kanya),च्याउ (कन्ये),Kg,के.जी.,180.0,190.0,185.0
2026-06-26,Musk Melon,खर्बुजा,Kg,के.जी.,60.0,65.0,62.5
2026-06-26,Mustard Leaf,तोरीको साग,Kg,के.जी.,40.0,45.0,42.5
2026-06-26,Neuro (Fiddlehead Fern),न्यूरो,Kg,के.जी.,40.0,50.0,45.0
2026-06-26,Okra,भिण्डी,Kg,के.जी.,25.0,30.0,27.5
2026-06-26,Onion Dry (Indian),प्याज सुकेको (भारतीय),Kg,के.जी.,50.0,55.0,52.5
2026-06-26,Paneer (Cheese),पनीर,Kg,के.जी.,800.0,800.0,800.0
2026-06-26,Papaya (Indian),मेवा (भारतीय),Kg,के.जी.,120.0,125.0,122.5
2026-06-26,Papaya (Nepali),मेवा (नेपाली),Kg,के.जी.,130.0,140.0,135.0
2026-06-26,Pear (Chinese),नास्पाती (चाईनिज),Kg,के.जी.,200.0,250.0,225.0
2026-06-26,Pointed Gourd (Local),परवर (लोकल),Kg,के.जी.,50.0,60.0,55.0
2026-06-26,Pointed Gourd (Terai),परवर (तराई),Kg,के.जी.,45.0,55.0,50.0
2026-06-26,Pomegranate,अनार,Kg,के.जी.,300.0,320.0,310.0
2026-06-26,Potato Red (Indian),आलु रातो (भारतीय),Kg,के.जी.,24.0,26.0,25.0
2026-06-26,Potato Red (Long),रातो आलु (लाम्चो),Kg,के.जी.,24.0,25.0,24.5
2026-06-26,Potato Red (Mude),आलु रातो (मुढे),Kg,के.जी.,38.0,45.0,41.5
2026-06-26,Potato Red (Round),रातो आलु (गोलो),Kg,के.जी.,24.0,25.0,24.5
2026-06-26,Potato White,आलु सेतो,Kg,के.जी.,23.0,24.0,23.5
2026-06-26,Pumpkin,फर्सी पाकेको,Kg,के.जी.,25.0,32.0,28.5
2026-06-26,Radish White (Hybrid),मूला सेतो (हाइब्रिड),Kg,के.जी.,20.0,22.0,21.0
2026-06-26,Radish White (Local),मूला सेतो (लोकल),Kg,के.जी.,20.0,22.0,21.0
2026-06-26,Smooth Gourd,घिरौंला,Kg,के.जी.,25.0,35.0,30.0
2026-06-26,Snake Gourd,चिचिण्डो,Kg,के.जी.,30.0,35.0,32.5
2026-06-26,Spinach Leaf,पालुंगो साग,Kg,के.जी.,35.0,45.0,40.0
2026-06-26,Sponge Gourd,झिगूनी,Kg,के.जी.,30.0,32.0,31.0
2026-06-26,Squash (Long),फर्सी हरियो (लाम्चो),Kg,के.जी.,38.0,45.0,41.5
2026-06-26,Squash (Round),फर्सी हरियो (डल्लो),Kg,के.जी.,40.0,50.0,45.0
2026-06-26,Sugarbeet,चुकन्दर,Kg,के.जी.,70.0,80.0,75.0
2026-06-26,Sweet Orange (Mausam),मौसम,Kg,के.जी.,200.0,220.0,210.0
2026-06-26,Sword Bean,टाटे सिमी,Kg,के.जी.,48.0,50.0,49.0
2026-06-26,Tomato Big (Indian),गोलभेंडा ठुलो (भारतीय),Kg,के.जी.,15.0,18.0,16.5
2026-06-26,Tomato Big (Nepali),गोलभेंडा ठुलो (नेपाली),Kg,के.जी.,15.0,20.0,17.5
2026-06-26,Tomato Small (Local),गोलभेंडा सानो (लोकल),Kg,के.जी.,12.0,15.0,13.5
2026-06-26,Tomato Small (Tunnel),गोलभेंडा सानो (टनेल),Kg,के.जी.,15.0,20.0,17.5
2026-06-26,Tree Tomato,रुख टमाटर,Kg,के.जी.,70.0,80.0,75.0
2026-06-26,Water Melon (Green),तर्बुजा (हरियो),Kg,के.जी.,60.0,65.0,62.5
2026-06-26,Water Melon (Pate),तर्बुजा (पाटे),Kg,के.जी.,60.0,62.0,61.0
